nome_file;caratteristiche;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
motociclista_2.wav;discretizzatore;1,80E+11;-7,27E+11;1,88E+11;272680;-7,79E+11;1,36E+11;744421;643076;-3,77E+11;-4,41E+10;-578303;-5,66E+11;661294;-6,80E+11;-2,85E+11;-4,44E+11;1,02E+11;-6,93E+11;-6,50E+10;-7,88E+11;-4,26E+10;4,56E+11;-6,01E+11;3,38E+11;-3,52E+11;-7,38E+11;-1,46E+11;-6,41E+11;-584284;-9,44E+11;537132;5,10E+11;-2,60E+11;1,99E+12;2,54E+12;783379;2,29E+11;-3,93E+11;-3,04E+09;2,71E+10;-1,43E+11;3,29E+11;5,17E+11;-4,05E+11;1,02E+11;569419;-478688;-281472;-69650;979443;-5,55E+11;-57238;-736386;-74448;-260478;1,14E+11;-4,33E+11;-385656;-609853;-5,36E+11;-550283;-1,56E+11;-196372;-2,22E+11;-885536;-2,38E+11;-1,57E+11;-2,07E+09;-5,79E+11;3,30E+11;43571;-59239;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
motociclista_2.wav;media;818.161;-329.896;852.423;123.664;-353.332;61.649;337.606;291.644;-171.188;-200.041;-262.269;-256.722;299.907;-308.329;-129.368;-201.464;463.818;-314.173;-294.907;-357.384;-193.179;206.695;-272.349;153.444;-159.513;-334.498;-661.538;-290.643;-264.981;-428.053;243.597;231.225;-117.728;904.193;1151.91;355.274;104.029;-178.339;-137.778;122.694;-647.168;149.111;234.516;-183.455;461.704;25.824;-217.092;-127.652;-315.873;444.192;-251.534;-259.583;-333.962;-337.633;-118.131;516.991;-196.401;-174.901;-276.577;-242.876;-249.561;-708.459;-890.576;-100.751;-401.604;-107.869;-712.656;-936.507;-262.484;149.452;197.601;-268.658;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
motociclista_2.wav;picchi;15363;31013;27454;25890;27215;23363;17348;26611;25638;26407;21620;27420;26747;21710;27560;27825;23901;27132;24865;23091;27573;27401;25208;22283;27803;24244;26487;27275;27827;22128;25871;24304;27699;27391;29127;25277;24819;27130;27372;26718;26328;26411;28551;19580;13130;28522;1156;2871;14506;27779;29888;27052;10130;5492;12439;28408;27045;23992;27127;25974;26483;13527;2345;30562;25365;25601;21717;28728;25976;19717;3123;1908;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
motociclista_2.wav;energia;6,19E+16;1,31E+17;1,32E+17;1,78E+17;1,30E+17;1,37E+17;4,05E+16;2,02E+17;1,92E+17;1,55E+17;8,46E+16;2,06E+17;2,03E+17;9,70E+16;2,41E+17;1,75E+17;2,49E+17;1,14E+17;2,05E+17;1,68E+17;1,75E+17;8,55E+16;2,33E+17;6,31E+16;2,45E+17;1,68E+17;1,14E+17;2,18E+17;2,08E+16;1,30E+17;2,37E+17;1,35E+17;2,90E+17;1,74E+17;1,88E+17;4,01E+15;1,42E+17;1,23E+16;1,70E+17;2,80E+17;2,29E+17;2,25E+17;2,57E+17;3,08E+16;4,36E+15;1,54E+17;4,24E+14;1,50E+15;3,46E+16;5,46E+16;2,28E+17;2,04E+16;2,16E+15;3,26E+15;1,28E+16;1,23E+16;2,18E+17;2,51E+17;2,23E+17;2,20E+17;2,09E+17;7,68E+15;8,72E+14;6,69E+16;1,40E+17;2,36E+17;1,78E+17;2,78E+17;1,81E+17;8,97E+16;1,74E+15;7,57E+14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
motociclista_2.wav;frequenzeH0;124549;233606;463175;328396;252328;6357;37691;129741;102992;21280;164788;440833;164406;113551;518209;845698;599277;182819;403093;981634;124438;150326;80812;50827;11190;379453;314130;193954;313769;352213;866310;74630;73972;823064;795556;921967;94542;89012;182963;73999;28603;710164;190453;130234;48991;706295;49220;15535;12780;325631;101227;607583;81633;28466;197207;86558;27137;62961;92143;60086;423779;290527;6799;70320;876563;694482;442573;531557;118150;502498;49014;8738;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
motociclista_2.wav;frequenzeH4;5545.94;5852.46;90033.9;9865.98;31223.1;62943;29732.7;1735.11;7272.92;14883.3;24910;1546.85;46802.3;20081.8;58580;44879.1;63863.8;42349.7;85250.6;31806;45932.1;39661.2;17438.7;83215.2;659.839;23171.8;66208.4;7216.72;59714.9;64532;87679.5;104516;16480.6;68714.9;107303;18828.2;505.872;236.536;65787.2;50797.6;2891.18;46590.7;83341.8;39372.7;578.575;67286.8;108.174;300.8;550.485;3584.15;3210.41;10811.1;36888.6;661.313;1089.15;959.32;134949;32524.4;77391.4;1463.18;27261.1;48628.2;594.486;836.879;88448.1;52886.3;76098.9;75558.5;94554.9;47791.3;7966.07;175.812;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
motociclista_2.wav;frequenzeH6;3726.15;3918.36;23990.9;6722.11;5305.88;34119.5;16725.6;2117.87;3210.41;9739.8;8349.36;467.738;52523.1;7481.82;44301;39892.2;38378;29161.7;59496.8;29256.8;6786.63;8528.86;3020.51;35568.2;451.007;6674.51;37707;2237.14;45072.2;61811.4;93626.7;24944.5;1799.07;36960.1;36292.2;2628.56;127.869;140.124;50090.4;14964.5;1878.67;28815.4;60149.2;26426.8;473.947;45212.7;928.715;181.76;198.115;1819.04;2788.55;15386;24496.5;478.094;1850.17;769.968;31886.4;27187.7;53691.4;391.739;22606.9;32534.1;411.631;155.098;54221;29219;51516.3;65537.7;71172.1;8747.71;3914.4;735.093;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
motociclista_2.wav;posFreqFond;0;0;0;0;0;63;2;0;0;63;63;0;2;63;0;0;0;1;0;0;62;0;0;63;0;0;0;0;0;0;0;63;0;0;0;0;0;0;1;1;0;0;1;63;0;0;0;0;0;0;0;0;1;0;0;0;63;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
motociclista_2.wav;pendenze;102714;209017;275749;198220;8828.27;125384;25876.3;110772;99950.8;28084.7;24149.3;432955;207183;79325.9;2522.91;527224;368229;170716;53085.9;674966;113609;97406.3;27438.5;304298;8720.01;248905;60603.8;173190;9460.02;48442.4;638929;367000;46760.3;535994;733313;564138;92061.4;87930.3;267593;138088;22357.3;514894;464876;86060.4;47685.3;545933;49036.2;14698.7;9026.23;310948;91859.6;347441;91102.1;25797.2;91498;80817;93756.3;118927;245960;53278;292441;55068.8;3468.68;68651.7;231609;443374;180888;63329.9;234735;279680;4154.57;8116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ragazzina_sclera_su_ask.wav;discretizzatore;661476;-48336;-2,74E+11;3,37E+11;1,37E+11;-4,37E+11;-5,39E+11;1,37E+11;-5,45E+11;3,76E+10;2,89E+10;702893;2,96E+11;-593322;4,22E+11;3,54E+11;5,12E+11;8,01E+11;6,14E+11;4,83E+11;-4,23E+11;1,38E+11;2,42E+11;-643298;3,49E+11;4,87E+11;-153583;839893;6,91E+11;-3,63E+10;1,46E+11;2,12E+11;1,40E+10;749033;2,96E+11;1,76E+11;-1,90E+11;-1,18E+11;-2,02E+11;1,57E+10;6,57E+11;1,02E+11;1,28E+11;3,10E+10;3,85E+11;5,35E+11;-822437;5,82E+11;-4,51E+11;1,26E+11;-4,35E+11;-2,20E+11;-3,49E+11;-246440;-1,53E+11;-1,52E+10;-731635;1,04E+10;-838768;-2,05E+11;-1,78E+11;5,42E+10;216124;1,91E+11;616088;-998061;-3,73E+11;-524662;-2,31E+11;-3,34E+11;5,40E+11;858325;-156368;5,80E+11;1,38E+11;-532890;-682686;-118054;3,27E+11;768418;757030;43467;3,89E+11;9,84E+11;-3,12E+11;-512371;-372729;371337;-7,00E+11;798335;2,59E+11;-992469;4,54E+11;-1,09E+11;5,12E+11;3,26E+11;3,06E+11;-7,90E+11;758147;4,45E+11;-9102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
